Age,Ht,TailLn,HairLn,BangLn,Reach,EarLobes,Class
54.4,147.2,23,9.3,5.8,154.2,1,Bhuttan
41.1,146.6,15.7,6.7,6,150.9,1,Bhuttan
38,144.3,6.9,12.5,4.1,145.1,1,Assam
43.3,127.9,15.8,9.4,4.7,133,1,Bhuttan
62.9,150.7,23.2,5.8,6.2,159.1,0,Bhuttan
44.7,127.2,11.8,9,5.1,136.2,0,Bhuttan
44,130.5,10.5,9.2,5,134.8,1,Bhuttan
46.6,146.3,12.9,13.9,4.8,145.9,1,Assam
62.2,161.6,12.2,10.7,7.2,164.9,0,Assam
61.8,152.3,16.3,8.8,5,159.7,0,Bhuttan
63.1,141.9,14.9,8.4,4.6,149.1,0,Bhuttan
46,148.4,7.8,11.3,7.1,151.1,0,Assam
54.9,132.1,11.4,7.6,3.7,139.3,1,Bhuttan
43.8,147.2,13.6,15.3,5.6,148.5,1,Assam
39.3,146.9,14.9,8,5.1,152.4,0,Bhuttan
31.2,129.4,11.8,7.8,5.6,134,1,Bhuttan
40.7,145.9,5.2,13,5.8,148.4,1,Assam
30.7,136.8,12.6,6.8,5.2,138,1,Assam
37.7,132.8,3.7,9.7,4.6,134,1,Assam
48.4,159.1,23.2,6.3,6.4,164.3,1,Bhuttan
49.6,145.2,11.5,8.4,5.8,145.8,1,Assam
45.1,128.8,13.5,7.5,4.6,131.6,1,Bhuttan
34.3,151.8,13.2,11.7,3.8,151.5,1,Assam
54,147.5,28.4,11,5.4,151.8,1,Bhuttan
41.3,154.8,15.3,7.8,4.4,154.5,0,Assam
38.3,139,11.3,10.1,5,140.5,1,Assam
60.6,149.9,20.2,8.9,8.1,157.4,1,Bhuttan
56.5,144.9,10.9,8,3.8,150.9,0,Bhuttan
60.8,155.5,9.6,7.2,4.8,164.4,0,Bhuttan
66.4,153.4,18,10.6,4.9,157.9,0,Bhuttan
44.1,150.5,10.9,6.3,5.6,152.1,1,Assam
38.7,155.7,9.1,11.4,6.5,160.8,1,Assam
32.3,132.4,8.1,9.9,6.6,133.1,0,Assam
53.8,138.4,13.8,5.7,6,144.7,0,Bhuttan
25.3,126.4,5.6,8.3,4.5,125.1,0,Assam
59.5,161.9,6.3,13.3,4.6,163.7,1,Assam
38.6,148.4,9.8,7.5,7.3,151.6,1,Assam
41.4,142.6,6,10.9,6.5,145.3,1,Assam
47.9,160.9,17.9,8.2,4.5,165.7,1,Bhuttan
47.5,143.5,17.7,8.5,7.3,150.5,0,Bhuttan
42.2,129.6,7,7.8,5.5,137,1,Bhuttan
51.8,149,9.7,9.6,6.8,151,0,Assam
36.4,141.7,15.5,8,4.2,144.9,0,Bhuttan
48.2,148.7,17,6.5,6.5,153,0,Bhuttan
33.5,146.3,20.9,9.1,4.4,149.9,1,Bhuttan
41.6,155,4.3,12.3,6.7,157.9,0,Assam
32.2,152.5,9,10.4,8.1,156.6,1,Assam
67.3,141.2,14.3,10.7,6.3,139.7,1,Assam
42,156.5,15.2,7.7,5.4,162.4,1,Bhuttan
48.2,146.1,6.1,8.8,4,144.5,1,Assam
51.2,128,16.2,10.3,6.6,130.4,0,Assam
46.8,134.5,9.1,12,5.4,134.5,0,Assam
46.8,144.3,14.5,8.5,5.2,152.4,0,Bhuttan
19.8,138.7,12.7,10.2,6.7,141.9,0,Assam
43.7,138.7,10.1,10.5,7.8,135.6,1,Assam
66.5,138.3,10.2,8,5.4,144.6,0,Bhuttan
35.5,151.9,7.3,12.6,7.7,152.3,0,Assam
40.8,133.9,16.1,7,5.7,139.3,1,Bhuttan
48.5,160.3,20.1,10.5,3.7,164.1,1,Bhuttan
44.8,140.3,14.4,7.5,6.1,143.3,0,Bhuttan
38,142.4,17.7,6.8,4.6,146.3,0,Bhuttan
58,138.6,10.2,9.2,4.9,140.2,1,Assam
38.2,132.4,4.8,8.9,7.1,133.1,0,Assam
35.9,138.8,9.2,10.4,5.5,144.3,1,Assam
61.2,156.8,17.2,6,4.7,160.9,0,Bhuttan
35.8,138,16.6,7.8,5,144.9,1,Bhuttan
41.8,143.1,17.6,9.6,5.3,149.1,1,Bhuttan
49.8,141.9,17.2,6.9,4.3,146.1,0,Bhuttan
34.5,119.2,10.7,8.6,5.1,126.3,1,Bhuttan
39,143.8,10.6,9.8,5,145.8,1,Assam
55.6,142,9.4,9.8,6.6,147.4,0,Bhuttan
42.8,151.6,10.6,9.8,4.8,159.1,0,Bhuttan
44,151.2,14.3,6.5,6.9,159.8,1,Bhuttan
29.2,143.5,14.9,11.3,5.3,145.4,1,Assam
52.1,154.9,4.9,9.5,4.3,158.6,1,Assam
57.6,145.2,17.1,5.4,5.4,149.6,1,Bhuttan
56,162.5,20,7.4,5.2,168.1,1,Bhuttan
41.6,156.3,0.8,7.9,6.8,157.1,0,Assam
51.2,162.7,6.3,10.7,6.3,164,1,Assam
38.2,148.2,11.4,10.9,5.9,150.5,1,Assam
51.3,147.1,19.8,7.5,4.4,151.7,1,Bhuttan
