Age,Ht,TailLn,HairLn,BangLn,Reach,EarLobes,Class
44.6,150.5,14.5,8.1,5.2,157.4,0,Bhuttan
52.7,154.1,14.7,7.5,6.2,157.1,1,Assam
38.6,151.6,1.9,11.9,5.9,151.4,1,Assam
43.3,139.2,18.8,10.7,7.6,139.5,0,Assam
38.5,142.4,17.4,7.8,6.9,144.8,0,Assam
60.3,156.0,11.6,7.0,4.5,161.1,0,Bhuttan
36.5,156.3,22.1,7.2,5.5,162.7,1,Bhuttan
25.6,138.8,9.0,9.7,6.5,140.0,1,Assam
58.4,155.5,5.6,12.5,5.7,157.1,1,Assam
53.3,154.6,12.0,12.1,6.6,154.9,1,Assam
48.5,163.1,15.6,11.0,5.9,169.3,1,Bhuttan
46.6,144.7,16.2,11.0,6.1,149.1,0,Assam
36.3,139.5,9.7,10.1,6.8,145.8,1,Assam
37.4,138.3,19.5,10.7,5.4,137.6,0,Assam
17.6,142.3,21.4,4.8,5.2,145.2,1,Bhuttan
23.3,124.3,7.9,7.1,7.6,128.3,0,Assam
70.1,169.9,25.2,8.8,5.1,176.6,1,Bhuttan
41.1,150.7,8.8,9.5,5.4,152.5,1,Assam
53.0,146.2,22.9,7.5,7.1,151.3,0,Bhuttan
28.0,136.7,-0.2,9.9,6.7,137.5,0,Assam
34.7,147.9,8.8,8.1,6.0,152.0,1,Assam
41.2,149.6,23.8,12.1,5.2,155.0,1,Bhuttan
39.0,146.6,19.0,8.9,6.8,147.8,1,Assam
52.2,136.7,12.1,8.1,6.9,139.6,0,Assam
39.5,139.2,8.9,14.5,6.7,141.6,1,Assam
49.4,149.6,18.8,8.0,3.8,154.3,1,Bhuttan
46.8,141.2,19.7,5.6,4.5,142.0,1,Bhuttan
32.0,131.9,3.4,9.6,7.3,133.9,1,Assam
22.6,135.9,15.5,8.6,7.2,138.9,0,Assam
45.8,150.5,-0.4,10.5,4.2,151.3,1,Assam
61.6,122.5,12.1,6.7,7.2,129.6,0,Bhuttan
51.6,146.7,18.0,9.2,4.1,149.2,1,Bhuttan
44.8,134.7,11.0,7.1,4.3,135.3,0,Assam
50.1,158.8,20.3,10.3,4.8,162.5,1,Bhuttan
39.5,149.7,2.6,10.7,4.9,150.8,1,Assam
48.5,157.4,16.7,6.4,6.3,166.1,0,Bhuttan
39.1,153.4,19.8,6.2,5.4,159.2,0,Bhuttan
49.2,152.1,7.8,11.9,4.9,153.7,1,Assam
64.1,154.8,16.4,10.2,5.1,161.1,1,Bhuttan
44.8,137.1,10.2,7.0,6.1,139.3,0,Assam
51.8,152.6,11.1,10.8,7.3,155.5,0,Assam
56.8,122.9,11.9,8.9,5.1,129.3,0,Bhuttan
48.5,149.3,5.9,9.1,6.0,151.2,1,Assam
41.8,136.6,16.4,9.6,5.5,141.5,0,Assam
41.4,154.1,16.0,6.9,5.8,164.6,0,Bhuttan
40.6,148.6,22.1,6.6,5.0,154.3,1,Bhuttan
59.5,152.2,22.1,6.3,5.3,156.1,1,Bhuttan
64.3,149.3,17.8,6.3,6.0,155.9,1,Bhuttan
47.7,135.1,16.3,8.5,4.0,142.6,0,Bhuttan
44.8,143.4,11.0,10.2,7.7,144.5,0,Assam
42.7,162.0,22.1,11.1,6.1,165.7,0,Bhuttan
41.2,148.1,16.0,7.4,6.4,154.4,1,Bhuttan
44.9,143.2,11.7,9.5,6.2,148.7,1,Assam
50.8,140.2,20.8,9.3,4.3,148.8,1,Bhuttan
59.0,160.7,-0.4,9.6,3.6,163.9,0,Assam
46.6,132.0,10.9,6.2,5.7,137.6,1,Bhuttan
59.7,151.8,25.2,6.9,5.1,156.7,1,Bhuttan
39.0,153.4,11.5,7.4,6.4,155.7,1,Assam
40.4,145.1,10.6,9.1,7.9,145.5,0,Assam
62.7,150.5,8.0,6.5,4.0,154.9,0,Bhuttan
41.8,137.6,6.8,10.7,6.7,142.1,1,Assam
20.6,143.0,19.7,5.9,4.1,149.7,1,Bhuttan
43.4,140.0,15.3,4.5,5.3,137.5,1,Assam
60.5,150.7,27.8,8.4,5.9,156.2,0,Bhuttan
49.7,139.7,6.7,8.2,3.7,145.6,0,Bhuttan
70.5,147.3,22.1,9.6,7.3,152.3,0,Bhuttan
55.5,162.2,18.2,7.7,4.6,169.2,1,Bhuttan
31.0,137.4,11.2,12.5,5.3,135.7,1,Assam
41.1,143.6,5.1,8.0,5.6,141.1,1,Assam
40.6,138.2,20.6,5.3,6.6,143.6,1,Bhuttan
29.2,117.7,11.5,9.6,5.3,124.9,1,Bhuttan
24.8,117.6,12.9,5.3,5.0,122.6,0,Bhuttan
52.4,138.7,22.8,11.8,6.3,145.5,0,Bhuttan
55.9,138.7,19.4,11.0,6.7,143.8,0,Bhuttan
43.3,161.1,10.5,8.7,7.5,162.1,0,Assam
45.0,143.6,21.8,9.0,6.1,151.2,1,Bhuttan
42.6,130.2,8.3,11.7,6.9,131.3,1,Assam
51.5,151.9,18.7,9.3,5.7,162.0,1,Bhuttan
34.6,150.2,22.2,8.4,5.0,150.6,0,Assam
57.4,156.9,23.1,10.5,4.6,163.2,0,Bhuttan
35.5,130.3,11.2,8.9,2.9,135.0,1,Bhuttan
26.1,152.7,14.4,11.1,8.0,157.3,1,Assam
50.9,140.1,14.5,8.9,4.0,144.5,0,Bhuttan
31.1,166.1,23.1,6.6,4.5,176.1,1,Bhuttan
34.6,139.8,16.9,9.9,4.7,147.5,0,Bhuttan
45.4,139.1,-3.2,10.7,5.7,144.4,1,Assam
40.5,157.8,3.4,11.6,5.6,159.0,1,Assam
31.6,140.0,5.0,9.4,7.4,140.6,1,Assam
45.6,131.7,8.3,8.2,4.1,134.6,0,Assam
39.8,106.0,12.6,9.6,3.2,114.5,1,Bhuttan
58.7,137.2,13.0,9.6,4.9,140.5,1,Bhuttan
40.2,125.2,7.3,12.8,5.9,127.6,0,Assam
36.9,132.6,2.3,10.9,6.0,132.7,0,Assam
30.5,138.3,9.3,9.0,6.5,138.0,1,Assam
45.8,147.8,17.0,11.2,5.2,149.4,0,Assam
27.1,136.5,17.4,7.8,5.3,143.2,1,Bhuttan
38.6,121.5,13.4,6.3,5.4,127.4,1,Bhuttan
46.3,146.8,21.0,8.8,5.4,151.4,0,Bhuttan
33.3,159.1,11.2,9.4,6.1,159.3,1,Assam
41.8,148.3,14.5,8.6,5.9,149.3,1,Assam
59.2,141.0,8.1,7.2,6.2,145.3,0,Bhuttan
63.9,140.3,16.7,6.7,4.9,148.5,0,Bhuttan
20.3,156.1,12.6,11.2,7.1,156.5,0,Assam
29.7,132.2,5.5,8.5,5.8,138.9,1,Assam
49.7,125.7,4.9,11.1,4.4,124.5,0,Assam
49.6,147.0,9.1,9.9,4.7,152.4,0,Bhuttan
51.2,170.1,27.1,8.4,5.2,173.6,1,Bhuttan
38.8,133.6,10.3,6.4,7.3,135.6,0,Assam
64.1,148.6,15.8,8.7,3.4,156.0,0,Bhuttan
48.5,162.8,7.9,6.9,6.1,167.9,0,Bhuttan
42.2,153.4,24.7,8.0,5.8,158.4,1,Bhuttan
33.3,139.0,23.5,7.3,4.0,144.8,0,Bhuttan
49.8,156.2,11.9,8.6,6.5,158.7,1,Assam
52.3,153.6,9.2,10.9,6.0,155.3,1,Assam
42.0,145.7,12.3,11.6,5.3,149.4,1,Assam
40.7,140.2,15.3,9.7,7.8,144.6,0,Assam
42.5,136.5,4.4,12.3,5.2,140.5,0,Assam
40.3,152.1,17.0,11.1,5.2,157.4,1,Bhuttan
61.0,158.0,7.1,12.4,6.3,160.8,1,Assam
42.2,131.5,7.5,8.6,6.3,135.3,0,Assam
56.6,139.7,9.2,6.8,6.0,138.8,1,Assam
42.4,136.3,14.0,9.0,4.3,136.6,0,Assam
53.0,161.9,18.8,9.5,7.3,169.7,1,Bhuttan
53.0,128.5,10.1,7.8,5.8,134.9,1,Bhuttan
57.2,137.5,21.3,8.2,4.3,142.8,0,Bhuttan
44.7,141.5,28.6,9.3,5.6,148.0,1,Bhuttan
40.0,132.0,15.5,6.5,5.4,137.9,0,Bhuttan
41.3,141.8,23.6,7.3,4.8,147.2,0,Bhuttan
42.0,148.3,30.0,10.5,6.4,154.7,0,Bhuttan
44.7,143.3,2.5,12.7,3.3,147.6,1,Assam
38.3,133.4,4.4,10.7,7.2,138.9,0,Assam
52.9,137.8,18.7,6.8,4.8,143.2,1,Bhuttan
45.7,144.9,18.9,7.8,4.8,149.5,0,Bhuttan
54.7,151.8,11.8,9.5,4.7,157.9,0,Bhuttan
44.5,145.3,16.1,9.9,7.5,146.4,1,Assam
41.4,152.7,13.3,9.7,7.8,154.5,0,Assam
26.6,141.2,8.8,7.5,3.9,143.9,1,Assam
42.0,134.6,2.6,11.8,5.6,138.0,0,Assam
22.0,158.7,14.4,8.4,5.7,160.7,1,Assam
61.3,137.3,18.7,10.5,4.9,144.0,1,Bhuttan
48.7,156.3,21.0,7.8,3.8,162.3,1,Bhuttan
49.6,161.2,21.0,9.4,3.4,166.6,1,Bhuttan
38.0,136.5,11.6,7.3,3.5,142.7,0,Bhuttan
58.9,150.2,18.0,7.2,5.5,154.5,1,Bhuttan
44.3,143.8,12.3,8.9,6.7,148.3,1,Assam
39.5,150.4,15.8,7.6,4.6,156.7,1,Bhuttan
57.5,132.4,10.6,9.0,4.4,138.5,1,Bhuttan
35.1,139.9,20.4,6.5,5.5,145.4,1,Bhuttan
35.1,158.2,20.6,5.9,5.5,165.8,1,Bhuttan
37.4,143.1,9.5,11.6,5.8,138.6,1,Assam
30.7,126.7,9.0,10.7,5.3,134.8,0,Assam
45.3,139.3,16.3,8.5,4.7,145.4,1,Bhuttan
38.6,156.9,14.0,10.1,7.0,154.3,0,Assam
39.8,134.9,16.2,7.6,5.6,138.6,1,Bhuttan
43.2,143.3,13.6,7.0,4.6,149.0,0,Bhuttan
40.4,160.7,21.9,8.3,7.7,165.7,1,Bhuttan
47.0,132.5,9.7,9.2,7.4,133.7,0,Assam
48.4,162.5,15.2,12.9,6.7,167.0,1,Assam
64.4,161.8,8.2,9.8,7.0,161.2,0,Assam
40.2,128.0,7.9,8.0,4.7,135.3,0,Bhuttan
58.3,145.0,22.5,11.9,7.8,149.7,0,Assam
44.6,171.1,21.7,3.9,5.8,177.7,1,Bhuttan
50.5,156.1,26.8,6.7,4.2,162.7,0,Bhuttan
55.5,160.0,23.7,4.0,4.8,165.7,0,Bhuttan
62.2,169.1,12.9,10.2,5.3,164.7,1,Assam
65.8,145.3,10.1,8.4,4.9,150.9,0,Bhuttan
37.8,137.4,14.0,9.6,5.7,137.3,0,Assam
36.7,129.0,7.0,8.8,5.8,131.4,0,Assam
46.8,159.4,14.9,9.1,3.4,163.8,1,Bhuttan
38.8,132.5,10.9,8.4,3.6,139.7,0,Bhuttan
32.3,140.5,23.2,8.9,4.6,145.7,0,Bhuttan
33.9,145.7,17.2,10.1,6.2,147.2,1,Assam
61.7,155.9,13.4,10.5,4.8,157.3,1,Assam
39.6,138.6,10.1,9.0,4.3,139.4,1,Assam
55.6,139.9,20.2,7.7,4.9,145.2,0,Bhuttan
52.0,167.2,13.2,6.7,4.8,169.1,1,Assam
42.5,141.6,13.8,7.1,3.6,147.0,1,Bhuttan
44.1,138.8,7.6,10.7,5.2,137.9,1,Assam
52.6,128.9,6.3,6.3,5.5,135.4,0,Bhuttan
35.7,136.7,13.5,13.0,5.4,137.4,1,Assam
43.8,138.9,18.3,4.7,5.6,145.2,1,Bhuttan
46.4,115.5,12.7,8.8,3.0,120.1,0,Bhuttan
62.5,160.4,16.3,7.2,4.4,163.4,0,Bhuttan
51.6,142.7,19.0,7.8,5.3,147.9,1,Bhuttan
39.4,137.5,8.9,8.9,5.5,141.5,1,Bhuttan
35.0,134.6,9.0,6.5,4.4,135.1,0,Assam
42.3,137.3,20.3,6.0,5.3,140.2,1,Bhuttan
32.9,143.0,16.3,8.7,5.2,148.5,1,Bhuttan
56.9,160.5,19.2,6.4,5.5,164.8,0,Bhuttan
54.2,144.5,21.4,6.9,4.7,150.3,1,Bhuttan
52.0,153.1,10.9,7.3,2.7,159.4,0,Bhuttan
45.0,155.9,15.7,11.0,6.6,157.4,0,Assam
30.1,138.8,11.6,10.6,5.7,141.7,1,Assam
50.5,139.4,18.6,8.5,5.8,144.5,1,Assam
41.0,133.4,6.7,10.5,7.1,134.0,1,Assam
36.6,155.8,13.9,7.4,6.5,161.9,0,Bhuttan
38.4,148.7,18.3,7.8,4.9,155.1,0,Bhuttan
65.2,157.3,11.4,8.8,5.1,165.0,0,Bhuttan
28.7,137.3,17.5,11.0,5.2,142.2,1,Assam
43.8,131.1,8.1,7.2,5.1,130.8,0,Assam
44.4,128.4,13.2,8.5,4.3,135.1,0,Bhuttan
37.2,136.6,8.8,10.8,6.3,138.5,1,Assam
45.9,140.9,17.3,11.4,4.0,146.1,0,Bhuttan
31.9,138.4,10.4,10.0,7.7,145.4,0,Assam
51.2,164.8,3.3,12.4,4.9,167.2,1,Assam
53.5,148.4,3.6,11.7,5.3,152.8,1,Assam
51.8,147.8,29.9,11.3,4.1,153.2,1,Bhuttan
74.9,153.0,17.2,6.2,4.9,158.8,1,Bhuttan
46.5,154.3,11.1,6.7,6.6,156.3,1,Assam
23.3,138.4,17.7,12.3,5.4,139.6,0,Assam
53.9,140.2,8.6,10.2,7.1,142.3,0,Assam
51.6,144.4,23.2,9.2,7.6,148.6,0,Bhuttan
44.6,128.0,12.0,8.6,5.7,133.4,1,Bhuttan
37.5,133.3,12.9,10.1,5.7,136.3,0,Assam
15.0,131.3,12.2,10.3,6.0,132.4,1,Assam
36.9,149.6,-2.9,9.6,6.3,155.3,1,Assam
19.5,146.8,11.2,11.3,5.7,149.5,1,Assam
48.4,140.1,14.4,7.5,5.0,147.3,0,Bhuttan
23.6,134.8,9.2,5.8,4.8,138.7,0,Bhuttan
36.2,147.3,13.2,9.0,6.5,149.7,1,Assam
41.9,142.9,15.9,7.8,4.9,148.6,0,Bhuttan
45.8,152.2,15.8,13.4,5.5,153.8,0,Assam
16.8,147.9,13.5,9.3,6.4,148.4,1,Assam
51.2,164.0,15.3,11.6,5.6,164.7,0,Assam
45.8,155.8,19.7,7.6,5.7,163.2,0,Bhuttan
50.4,155.9,19.7,9.9,7.6,162.6,1,Bhuttan
34.3,151.0,17.8,11.3,5.5,153.2,0,Assam
48.5,153.5,8.1,8.0,6.4,154.9,1,Assam
41.6,147.6,11.5,7.5,7.0,149.5,0,Assam
40.4,108.9,11.4,10.1,6.2,114.4,1,Bhuttan
49.4,136.6,21.0,9.4,4.8,141.9,0,Bhuttan
50.1,140.9,16.5,8.4,6.1,146.2,0,Bhuttan
51.7,155.4,17.5,8.2,5.9,156.9,0,Assam
60.2,139.5,18.2,6.4,5.2,145.9,1,Bhuttan
43.3,127.7,11.8,9.1,5.2,132.9,1,Bhuttan
50.4,135.0,17.7,8.2,5.1,139.9,0,Bhuttan
33.9,132.3,5.3,11.1,5.5,133.6,0,Assam
46.4,140.8,23.8,6.8,4.3,146.2,0,Bhuttan
43.8,135.2,16.3,11.0,4.4,140.9,1,Bhuttan
40.4,143.8,13.8,9.0,4.4,152.2,0,Bhuttan
51.9,148.2,7.2,8.2,5.6,146.5,1,Assam
46.2,137.5,16.5,12.5,4.3,140.6,0,Assam
53.5,154.6,11.5,8.7,5.6,157.3,1,Assam
56.3,148.4,13.5,7.1,5.5,153.0,0,Bhuttan
38.3,136.6,12.7,12.4,5.2,136.8,0,Assam
24.1,120.4,4.4,9.5,4.7,124.6,0,Assam
50.8,125.2,3.1,12.1,6.3,125.0,1,Assam
46.6,130.3,3.2,8.0,4.7,131.4,0,Assam
59.8,143.3,16.2,6.9,4.1,147.0,1,Bhuttan
50.6,149.1,24.4,11.2,6.2,156.3,0,Bhuttan
51.7,141.9,15.4,10.2,5.9,145.7,0,Assam
32.4,124.8,16.9,10.0,5.9,126.8,0,Assam
47.5,154.6,25.7,10.5,4.7,159.3,1,Bhuttan
46.4,131.3,9.2,7.6,3.1,138.0,0,Bhuttan
44.2,152.3,20.1,7.1,5.9,158.2,0,Bhuttan
45.0,149.4,13.2,12.4,7.6,157.1,1,Bhuttan
54.3,156.8,19.4,9.3,4.4,161.3,0,Bhuttan
37.3,152.8,21.2,7.8,4.7,160.1,0,Bhuttan
38.2,157.5,12.8,6.2,5.1,164.6,0,Bhuttan
37.3,169.1,24.1,6.9,3.5,174.8,0,Bhuttan
32.5,147.5,18.8,4.9,4.9,152.0,1,Bhuttan
55.9,165.4,11.9,7.3,4.7,172.8,0,Bhuttan
41.3,155.4,16.9,8.4,6.7,157.1,1,Assam
44.5,144.7,8.3,11.1,5.0,146.1,1,Assam
31.0,132.8,7.3,13.4,4.6,137.6,1,Assam
40.3,153.8,5.3,9.5,6.3,153.9,1,Assam
32.3,119.0,11.6,6.7,6.9,123.1,1,Bhuttan
50.2,129.2,11.0,8.9,4.1,134.2,0,Bhuttan
43.6,126.8,10.0,8.1,6.4,130.9,1,Bhuttan
41.7,131.5,12.1,9.3,3.9,138.2,1,Bhuttan
56.1,155.4,13.5,8.4,3.9,159.4,0,Bhuttan
33.3,140.0,6.2,11.5,7.5,141.0,0,Assam
50.3,140.0,3.1,9.8,6.0,144.7,1,Assam
45.8,151.4,19.1,6.5,4.5,157.5,0,Bhuttan
51.2,128.9,13.8,6.6,3.9,136.0,0,Bhuttan
35.5,143.6,21.0,7.5,5.2,151.0,0,Bhuttan
41.9,139.5,8.9,13.1,6.5,138.7,1,Assam
36.4,152.1,9.5,8.7,5.6,157.7,0,Bhuttan
40.9,162.2,17.0,7.2,3.3,169.5,0,Bhuttan
42.2,152.9,20.7,9.0,4.2,154.7,0,Assam
49.6,156.0,25.2,5.1,6.6,161.1,0,Bhuttan
45.5,170.2,17.4,9.3,4.8,174.3,1,Bhuttan
54.6,148.1,5.3,12.3,3.8,149.4,1,Assam
41.4,158.5,10.5,7.6,5.9,160.3,1,Assam
55.7,148.0,18.8,7.4,5.0,154.2,1,Bhuttan
44.6,154.2,25.3,8.2,4.3,159.7,1,Bhuttan
46.0,142.0,-0.3,14.4,6.3,145.7,1,Assam
44.7,152.5,12.8,9.5,7.3,155.0,1,Assam
46.9,156.2,5.1,9.8,5.4,159.0,1,Assam
66.7,145.9,3.8,9.1,7.0,147.7,0,Assam
71.6,160.5,24.8,6.3,3.9,165.9,0,Bhuttan
53.3,151.2,1.8,7.3,6.3,149.5,1,Assam
34.4,155.6,9.3,11.6,3.4,155.4,0,Assam
57.5,141.6,9.5,12.5,5.7,142.5,1,Assam
51.5,157.5,16.0,7.5,5.1,162.1,0,Bhuttan
51.0,135.3,8.2,7.5,6.5,136.0,1,Assam
23.9,134.2,8.6,10.4,7.3,138.7,1,Assam
38.4,149.0,19.3,6.8,5.8,155.5,0,Assam
61.0,155.0,22.8,7.8,3.8,159.6,1,Bhuttan
40.9,157.9,17.5,7.3,6.4,157.9,0,Assam
26.7,152.3,6.8,9.2,5.4,153.7,1,Assam
51.4,140.7,12.5,6.2,6.6,149.0,0,Bhuttan
60.0,144.7,12.4,8.7,4.4,153.5,0,Bhuttan
27.3,116.8,6.1,11.7,5.9,119.4,0,Assam
61.1,144.5,13.3,9.3,5.0,150.0,0,Bhuttan
42.2,146.2,9.2,11.7,6.9,145.5,0,Assam
25.6,139.6,10.9,10.6,7.5,140.4,0,Assam
35.4,144.0,-4.8,10.0,6.8,145.7,1,Assam
56.4,146.6,19.2,6.9,5.0,150.8,1,Bhuttan
45.3,143.7,14.9,11.3,7.0,147.3,0,Assam
42.6,148.3,10.3,11.2,4.7,145.7,1,Assam
38.4,143.9,11.6,10.4,6.7,146.0,1,Assam
52.8,146.7,13.2,10.5,5.8,149.5,1,Assam
51.6,140.6,14.6,6.8,3.6,145.1,1,Bhuttan
31.0,121.5,13.3,7.8,5.3,126.3,1,Bhuttan
54.1,149.7,23.2,7.0,5.0,157.5,0,Bhuttan
29.9,143.0,9.1,13.7,5.6,146.5,1,Assam
32.5,124.9,4.8,10.1,5.3,127.6,0,Assam
31.5,135.0,10.7,9.4,5.4,140.4,0,Bhuttan
38.5,137.4,5.8,10.2,5.7,135.9,0,Assam
46.4,135.8,10.2,8.2,5.0,141.4,1,Assam
30.1,139.6,19.8,6.1,5.3,146.2,1,Bhuttan
35.9,142.1,6.9,10.6,7.1,145.9,1,Assam
37.1,140.0,16.0,8.6,7.2,142.3,1,Assam
48.0,136.1,20.4,9.9,5.5,141.6,1,Bhuttan
26.9,147.2,6.7,5.9,4.1,151.7,1,Assam
33.3,141.4,5.6,12.5,5.6,143.4,1,Assam
44.7,144.8,16.3,8.7,4.5,151.2,1,Bhuttan
31.6,132.3,12.9,8.4,5.3,139.0,1,Bhuttan
44.7,157.6,19.8,7.1,4.8,164.8,0,Bhuttan
31.1,140.7,14.7,12.3,4.7,144.4,1,Assam
28.2,131.4,10.9,10.6,4.8,136.4,1,Bhuttan
42.9,150.7,5.8,9.1,7.4,152.1,0,Assam
56.8,162.5,10.2,8.7,5.4,168.3,1,Assam
40.5,163.4,17.5,13.4,5.6,165.1,0,Assam
29.0,149.9,3.3,9.3,6.3,147.6,1,Assam
34.9,126.4,12.0,5.3,4.7,133.7,0,Bhuttan
44.9,153.6,12.3,11.2,4.9,159.2,1,Assam
40.5,134.2,4.5,8.6,5.8,135.5,0,Assam
32.4,158.9,13.0,6.6,5.2,159.4,1,Assam
43.8,142.6,26.4,7.6,4.4,150.1,0,Bhuttan
47.4,158.9,6.9,11.9,6.6,160.7,1,Assam
40.6,136.2,20.8,7.9,5.8,141.3,1,Bhuttan
41.1,141.1,-0.8,10.7,6.5,147.0,1,Assam
40.2,148.5,23.7,9.4,4.5,155.2,1,Bhuttan
56.7,157.5,5.7,14.6,6.8,160.0,0,Assam
40.3,140.2,5.6,8.3,6.5,142.1,1,Assam
30.9,140.0,14.9,9.1,5.5,149.3,0,Bhuttan
51.4,145.7,14.7,13.6,5.5,146.9,1,Assam
27.5,132.2,11.0,5.1,4.1,136.9,0,Bhuttan
50.1,148.6,14.8,6.7,5.8,155.3,0,Bhuttan
38.1,140.5,9.2,8.7,3.8,145.9,0,Bhuttan
39.9,145.7,9.2,10.7,6.1,142.3,1,Assam
41.4,131.2,8.8,11.4,6.7,135.4,0,Assam
64.8,154.8,27.0,8.6,6.5,159.3,1,Bhuttan
44.0,138.5,11.8,9.6,6.5,137.3,1,Assam
38.2,125.9,7.4,9.8,5.6,129.2,0,Assam
47.4,131.4,13.4,5.8,3.3,137.1,0,Bhuttan
63.3,169.0,8.5,9.0,5.8,173.3,1,Assam
42.2,143.4,6.1,12.5,6.6,142.4,1,Assam
37.9,121.9,8.7,8.2,5.5,128.0,1,Bhuttan
47.2,155.3,10.5,8.7,7.2,156.8,0,Assam
41.7,140.0,5.7,12.0,4.5,142.2,1,Assam
57.2,148.7,24.9,8.1,7.1,158.0,1,Bhuttan
36.3,121.1,3.3,10.2,6.4,125.0,1,Assam
38.0,137.0,14.5,6.6,5.0,140.0,0,Assam
39.4,131.9,5.6,8.7,7.3,134.7,1,Assam
49.0,141.9,11.6,10.8,6.0,144.5,1,Assam
39.5,132.8,8.0,11.2,3.0,140.6,1,Bhuttan
40.2,144.3,8.5,8.7,4.9,148.8,1,Assam
25.4,128.9,2.3,7.1,6.1,133.9,0,Assam
33.4,141.5,6.8,11.4,5.9,147.4,1,Assam
38.0,117.4,8.1,8.6,5.2,123.2,1,Bhuttan
53.4,126.9,14.9,7.4,4.8,131.5,1,Bhuttan
44.7,142.1,5.6,13.2,5.7,142.6,1,Assam
44.0,132.3,17.3,5.8,4.8,139.6,1,Bhuttan
38.2,152.9,9.7,10.2,6.0,150.6,1,Assam
39.6,149.6,0.3,9.3,5.3,152.0,1,Assam
42.1,147.4,7.1,10.0,5.8,152.0,1,Assam
45.9,143.5,22.2,7.0,6.2,149.4,1,Bhuttan
40.9,159.7,9.8,8.9,6.2,161.0,1,Assam
37.6,147.2,17.7,9.6,4.7,151.4,1,Bhuttan
74.5,148.7,18.8,6.8,4.8,152.4,1,Bhuttan
28.8,123.0,6.2,9.2,5.6,126.5,0,Assam
49.6,153.2,17.7,8.7,4.5,159.2,1,Bhuttan
49.4,138.3,10.0,10.2,5.5,142.0,1,Assam
49.7,151.0,17.4,6.0,7.5,156.1,0,Assam
54.2,138.8,8.4,11.3,7.4,137.3,0,Assam
44.2,135.9,21.0,8.9,4.7,141.6,1,Bhuttan
41.7,148.6,13.6,7.0,4.7,153.8,0,Bhuttan
54.8,148.3,20.0,9.1,7.3,147.3,0,Assam
42.2,138.5,21.1,7.9,4.2,145.2,1,Bhuttan
34.6,129.3,9.5,13.5,8.2,133.2,0,Assam
66.3,139.6,15.7,7.4,5.4,145.5,0,Bhuttan
29.8,145.9,15.0,9.8,6.9,148.7,1,Assam
39.6,148.6,8.9,12.1,7.4,154.3,0,Assam
43.0,141.4,8.0,9.1,6.1,141.1,1,Assam
22.7,129.4,11.2,15.5,7.3,130.0,1,Assam
31.4,150.7,13.6,7.4,6.2,151.3,1,Assam
53.3,172.7,24.2,8.9,5.3,179.8,1,Bhuttan
55.0,151.7,6.3,7.6,5.3,150.7,1,Assam
14.1,136.7,5.7,12.7,7.1,142.7,1,Assam
36.1,136.5,10.9,6.6,5.1,140.2,0,Assam
42.8,130.0,9.4,8.2,5.8,136.1,1,Bhuttan
32.9,148.4,14.0,8.7,6.1,152.8,1,Assam
33.4,143.0,9.5,8.6,7.4,144.3,0,Assam
50.6,154.6,13.0,9.6,4.2,164.5,0,Bhuttan
30.3,143.2,18.7,5.7,6.7,143.1,0,Assam
50.4,157.5,10.5,8.0,7.4,162.0,0,Assam
39.7,132.8,14.9,5.8,5.5,140.8,1,Bhuttan
42.8,146.4,8.7,11.3,5.3,150.2,1,Assam
59.6,154.9,13.4,9.8,5.2,159.5,0,Bhuttan
33.8,161.1,14.1,9.5,4.5,162.9,1,Assam
62.8,157.4,15.2,9.4,4.9,158.4,0,Assam
24.1,131.5,12.5,10.9,5.9,138.4,0,Bhuttan
19.5,126.8,8.1,9.5,4.3,131.3,1,Assam
39.9,137.2,24.3,9.2,5.8,143.7,0,Bhuttan
60.8,135.0,10.9,7.6,5.5,142.4,1,Bhuttan
28.4,141.9,20.5,8.7,4.3,147.6,1,Bhuttan
44.8,156.9,8.3,16.7,8.1,160.3,0,Assam
52.7,157.2,8.5,5.5,6.5,161.6,0,Bhuttan
27.5,144.5,15.6,11.4,6.2,145.4,0,Assam
40.0,141.8,15.2,6.0,5.3,144.7,0,Bhuttan
44.8,167.3,16.8,6.8,2.7,172.8,1,Bhuttan
33.2,143.9,6.6,13.5,7.4,144.2,0,Assam
37.8,120.1,8.7,9.0,4.0,125.7,0,Bhuttan
47.1,151.2,11.6,6.8,5.9,156.3,0,Bhuttan
47.6,146.2,24.9,3.4,5.7,152.4,1,Bhuttan
42.3,158.1,8.1,9.0,6.7,160.0,0,Assam
49.1,149.5,12.0,13.8,6.7,149.8,1,Assam
44.8,150.9,17.0,8.9,4.9,154.6,1,Bhuttan
38.3,140.1,15.1,8.6,2.9,148.1,0,Bhuttan
71.1,167.6,21.8,7.0,3.9,175.6,0,Bhuttan
63.0,159.9,8.4,10.4,8.0,160.0,1,Assam
30.7,129.6,1.1,9.3,6.5,130.7,0,Assam
43.3,140.3,14.7,8.1,4.5,146.3,0,Bhuttan
57.2,162.5,20.3,9.7,5.0,170.7,1,Bhuttan
69.2,140.8,14.3,7.3,3.4,148.6,1,Bhuttan
38.6,128.1,4.2,10.0,6.6,127.2,0,Assam
46.9,165.1,7.5,7.3,4.2,167.5,0,Bhuttan
43.3,140.2,20.9,6.9,3.0,145.0,1,Bhuttan
42.3,137.5,18.1,6.3,5.2,143.3,0,Bhuttan
61.7,166.4,20.0,9.3,6.7,172.4,0,Assam
